NOAA_1_VTPR1,1,1,7,ir,rtcoef_noaa_1_vtpr1.dat
NOAA_2_VTPR1,1,2,7,ir,rtcoef_noaa_2_vtpr1.dat
NOAA_3_VTPR1,1,3,7,ir,rtcoef_noaa_3_vtpr1.dat
NOAA_4_VTPR1,1,4,7,ir,rtcoef_noaa_4_vtpr1.dat
NOAA_5_HIRS,1,5,0,ir,rtcoef_noaa_5_hirs.dat
NOAA_5_MSU,1,5,1,mw,rtcoef_noaa_5_msu.dat
NOAA_5_AVHRR,1,5,5,ir,rtcoef_noaa_5_avhrr.dat
NOAA_6_HIRS,1,6,0,ir,rtcoef_noaa_6_hirs-shifted.dat
NOAA_6_MSU,1,6,1,mw,rtcoef_noaa_6_msu.dat
NOAA_6_AVHRR,1,6,5,ir,rtcoef_noaa_6_avhrr.dat
NOAA_7_HIRS,1,7,0,ir,rtcoef_noaa_7_hirs-shifted.dat
NOAA_7_MSU,1,7,1,mw,rtcoef_noaa_7_msu.dat
NOAA_7_AVHRR,1,7,5,ir,rtcoef_noaa_7_avhrr.dat
NOAA_8_HIRS,1,8,0,ir,rtcoef_noaa_8_hirs-shifted.dat
NOAA_8_MSU,1,8,1,mw,rtcoef_noaa_8_msu.dat
NOAA_8_AVHRR,1,8,5,ir,rtcoef_noaa_8_avhrr.dat
NOAA_9_HIRS,1,9,0,ir,rtcoef_noaa_9_hirs-shifted.dat
NOAA_9_MSU,1,9,1,mw,rtcoef_noaa_9_msu.dat
NOAA_9_AVHRR,1,9,5,ir,rtcoef_noaa_9_avhrr.dat
NOAA_10_HIRS,1,10,0,ir,rtcoef_noaa_10_hirs-shifted.dat
NOAA_10_MSU,1,10,1,mw,rtcoef_noaa_10_msu.dat
NOAA_10_AVHRR,1,10,5,ir,rtcoef_noaa_10_avhrr.dat
NOAA_11_HIRS,1,11,0,ir,rtcoef_noaa_11_hirs-shifted.dat
NOAA_11_MSU,1,11,1,mw,rtcoef_noaa_11_msu.dat
NOAA_11_AVHRR,1,11,5,ir,rtcoef_noaa_11_avhrr.dat
NOAA_12_HIRS,1,12,0,ir,rtcoef_noaa_12_hirs-shifted.dat
NOAA_12_MSU,1,12,1,mw,rtcoef_noaa_12_msu.dat
NOAA_12_AVHRR,1,12,5,ir,rtcoef_noaa_12_avhrr.dat
NOAA_13_AVHRR,1,13,5,ir,rtcoef_noaa_13_avhrr.dat
NOAA_14_HIRS,1,14,0,ir,rtcoef_noaa_14_hirs-shifted.dat
NOAA_14_MSU,1,14,1,mw,rtcoef_noaa_14_msu.dat
NOAA_14_AVHRR,1,14,5,ir,rtcoef_noaa_14_avhrr.dat
NOAA_15_HIRS,1,15,0,ir,rtcoef_noaa_15_hirs-shifted.dat
NOAA_15_AMSUA,1,15,3,mw,rtcoef_noaa_15_amsua.dat
NOAA_15_AMSUB,1,15,4,mw,rtcoef_noaa_15_amsub.dat
NOAA_15_AVHRR,1,15,5,ir,rtcoef_noaa_15_avhrr.dat
NOAA_16_HIRS,1,16,0,ir,rtcoef_noaa_16_hirs-shifted.dat
NOAA_16_AMSUA,1,16,3,mw,rtcoef_noaa_16_amsua.dat
NOAA_16_AMSUB,1,16,4,mw,rtcoef_noaa_16_amsub.dat
NOAA_16_AVHRR,1,16,5,ir,rtcoef_noaa_16_avhrr.dat
NOAA_17_HIRS,1,17,0,ir,rtcoef_noaa_17_hirs-shifted.dat
NOAA_17_AMSUA,1,17,3,mw,rtcoef_noaa_17_amsua.dat
NOAA_17_AMSUB,1,17,4,mw,rtcoef_noaa_17_amsub.dat
NOAA_17_AVHRR,1,17,5,ir,rtcoef_noaa_17_avhrr.dat
NOAA_18_HIRS,1,18,0,ir,rtcoef_noaa_18_hirs-shifted.dat
NOAA_18_AMSUA,1,18,3,mw,rtcoef_noaa_18_amsua.dat
NOAA_18_AVHRR,1,18,5,ir,rtcoef_noaa_18_avhrr.dat
NOAA_18_MHS,1,18,15,mw,rtcoef_noaa_18_mhs.dat
NOAA_19_HIRS,1,19,0,ir,rtcoef_noaa_19_hirs-shifted.dat
NOAA_19_AMSUA,1,19,3,mw,rtcoef_noaa_19_amsua.dat
NOAA_19_AVHRR,1,19,5,ir,rtcoef_noaa_19_avhrr.dat
NOAA_19_MHS,1,19,15,mw,rtcoef_noaa_19_mhs.dat
NOAA_20_ATMS,1,20,19,mw,rtcoef_noaa_20_atms.dat
NOAA_20_VIIRS,1,20,29,ir,rtcoef_noaa_20_viirs.dat
DMSP_8_SSMI,2,8,6,mw,rtcoef_dmsp_8_ssmi.dat
DMSP_9_SSMI,2,9,6,mw,rtcoef_dmsp_9_ssmi.dat
DMSP_10_SSMI,2,10,6,mw,rtcoef_dmsp_10_ssmi.dat
DMSP_11_SSMI,2,11,6,mw,rtcoef_dmsp_11_ssmi.dat
DMSP_11_SSMT2,2,11,33,mw,rtcoef_dmsp_11_ssmt2.dat
DMSP_12_SSMI,2,12,6,mw,rtcoef_dmsp_12_ssmi.dat
DMSP_12_SSMT2,2,12,33,mw,rtcoef_dmsp_12_ssmt2.dat
DMSP_13_SSMI,2,13,6,mw,rtcoef_dmsp_13_ssmi.dat
DMSP_14_SSMI,2,14,6,mw,rtcoef_dmsp_14_ssmi.dat
DMSP_14_SSMT2,2,14,33,mw,rtcoef_dmsp_14_ssmt2.dat
DMSP_15_SSMI,2,15,6,mw,rtcoef_dmsp_15_ssmi.dat
DMSP_15_SSMT2,2,15,33,mw,rtcoef_dmsp_15_ssmt2.dat
DMSP_16_SSMIS,2,16,10,mw,rtcoef_dmsp_16_ssmis_zeeman.dat
DMSP_17_SSMIS,2,17,10,mw,rtcoef_dmsp_17_ssmis_zeeman.dat
DMSP_18_SSMIS,2,18,10,mw,rtcoef_dmsp_18_ssmis_zeeman.dat
DMSP_19_SSMIS,2,19,10,mw,rtcoef_dmsp_19_ssmis_zeeman.dat
METEOSAT_1_MVIRI,3,1,20,ir,rtcoef_meteosat_1_mviri.dat
METEOSAT_2_MVIRI,3,2,20,ir,rtcoef_meteosat_2_mviri.dat
METEOSAT_3_MVIRI,3,3,20,ir,rtcoef_meteosat_3_mviri.dat
METEOSAT_4_MVIRI,3,4,20,ir,rtcoef_meteosat_4_mviri.dat
METEOSAT_5_MVIRI,3,5,20,ir,rtcoef_meteosat_5_mviri.dat
METEOSAT_6_MVIRI,3,6,20,ir,rtcoef_meteosat_6_mviri.dat
METEOSAT_7_MVIRI,3,7,20,ir,rtcoef_meteosat_7_mviri.dat
GOES_4_SOUNDER,4,4,23,ir,rtcoef_goes_4_sounder.dat
GOES_5_SOUNDER,4,5,23,ir,rtcoef_goes_5_sounder.dat
GOES_6_SOUNDER,4,6,23,ir,rtcoef_goes_6_sounder.dat
GOES_7_SOUNDER,4,7,23,ir,rtcoef_goes_7_sounder.dat
GOES_8_IMAGER,4,8,22,ir,rtcoef_goes_8_imager.dat
